Fecha Corriente(A) Rapidez(M/Min)
2025/4/28 17:58:6 0.04
2025/4/28 17:58:6 0.19
2025/4/28 17:58:6 0.03
2025/4/28 17:58:6 0.02
2025/4/28 17:58:6 0.02
2025/4/28 17:58:6 0.08
2025/4/28 17:58:6 0.18
2025/4/28 17:58:6 0.06
2025/4/28 17:58:6 0.08
2025/4/28 17:58:6 0.05
2025/4/28 17:58:6 0.20
2025/4/28 17:58:6 0.03
2025/4/28 17:58:7 0.05
2025/4/28 17:58:7 0.04
2025/4/28 17:58:7 0.18
2025/4/28 17:58:7 0.02
2025/4/28 17:58:7 0.05
2025/4/28 17:58:7 0.05
2025/4/28 17:58:7 0.07
2025/4/28 17:58:7 0.04
2025/4/28 17:58:7 0.01
2025/4/28 17:58:7 0.06
2025/4/28 17:58:7 0.20
2025/4/28 17:58:7 0.01
2025/4/28 17:58:7 0.06
2025/4/28 17:58:8 0.02
2025/4/28 17:58:8 0.09
2025/4/28 17:58:8 0.01
2025/4/28 17:58:8 0.02
2025/4/28 17:58:8 0.18
2025/4/28 17:58:8 0.01
2025/4/28 17:58:8 0.02
2025/4/28 17:58:8 0.05
2025/4/28 17:58:8 0.02
2025/4/28 17:58:8 0.03
2025/4/28 17:58:8 0.03
2025/4/28 17:58:8 0.19
2025/4/28 17:58:9 0.00
2025/4/28 17:58:9 0.01
2025/4/28 17:58:9 0.19
2025/4/28 17:58:9 0.07
2025/4/28 17:58:9 0.04
2025/4/28 17:58:9 0.07
2025/4/28 17:58:9 0.02
2025/4/28 17:58:9 0.09
2025/4/28 17:58:9 0.02
2025/4/28 17:58:9 0.19
2025/4/28 17:58:9 0.04
2025/4/28 17:58:9 0.06
2025/4/28 17:58:9 0.02
2025/4/28 17:58:10 0.03
2025/4/28 17:58:10 0.08
2025/4/28 17:58:10 0.06
2025/4/28 17:58:10 0.08
2025/4/28 17:58:10 0.20
2025/4/28 17:58:10 0.04
2025/4/28 17:58:10 0.08
2025/4/28 17:58:10 0.03
2025/4/28 17:58:10 0.00
2025/4/28 17:58:10 0.06
2025/4/28 17:58:10 0.05
2025/4/28 17:58:10 0.06
2025/4/28 17:58:11 0.01
2025/4/28 17:58:11 0.20
2025/4/28 17:58:11 0.06
2025/4/28 17:58:11 0.03
2025/4/28 17:58:11 0.05
2025/4/28 17:58:11 0.03
2025/4/28 17:58:11 0.20
2025/4/28 17:58:11 0.05
2025/4/28 17:58:11 0.20
2025/4/28 17:58:11 0.05
2025/4/28 17:58:11 0.05
2025/4/28 17:58:11 0.18
2025/4/28 17:58:11 0.08
2025/4/28 17:58:12 0.03
2025/4/28 17:58:12 0.00
2025/4/28 17:58:12 0.06
2025/4/28 17:58:12 0.02
2025/4/28 17:58:12 0.11
2025/4/28 17:58:12 0.05
2025/4/28 17:58:12 0.04
2025/4/28 17:58:12 0.05
2025/4/28 17:58:12 0.03
2025/4/28 17:58:12 0.05
2025/4/28 17:58:12 0.03
2025/4/28 17:58:12 0.03
2025/4/28 17:58:12 0.03
2025/4/28 17:58:13 0.10
2025/4/28 17:58:13 0.18
2025/4/28 17:58:13 0.03
2025/4/28 17:58:13 0.02
2025/4/28 17:58:13 0.02
2025/4/28 17:58:13 0.02
2025/4/28 17:58:13 0.01
2025/4/28 17:58:13 0.04
2025/4/28 17:58:13 0.07
2025/4/28 17:58:13 0.19
2025/4/28 17:58:13 0.01
2025/4/28 17:58:13 0.06
2025/4/28 17:58:14 0.05
2025/4/28 17:58:14 0.04
2025/4/28 17:58:14 0.01
2025/4/28 17:58:14 0.05
2025/4/28 17:58:14 0.08
2025/4/28 17:58:14 0.18
2025/4/28 17:58:14 0.01
2025/4/28 17:58:14 0.06
2025/4/28 17:58:14 0.20
2025/4/28 17:58:14 0.06
2025/4/28 17:58:14 0.01
2025/4/28 17:58:14 0.04
2025/4/28 17:58:14 0.05
2025/4/28 17:58:15 0.19
2025/4/28 17:58:15 0.02
2025/4/28 17:58:15 0.05
2025/4/28 17:58:15 0.18
2025/4/28 17:58:15 0.04
2025/4/28 17:58:15 0.05
2025/4/28 17:58:15 0.17
2025/4/28 17:58:15 0.04
2025/4/28 17:58:15 0.00
2025/4/28 17:58:15 0.04
2025/4/28 17:58:15 0.07
2025/4/28 17:58:15 0.00
2025/4/28 17:58:16 0.05
2025/4/28 17:58:16 0.01
2025/4/28 17:58:16 0.02
2025/4/28 17:58:16 0.08
2025/4/28 17:58:16 0.03
2025/4/28 17:58:16 0.02
2025/4/28 17:58:16 0.05
2025/4/28 17:58:16 0.15
2025/4/28 17:58:16 0.01
2025/4/28 17:58:16 0.06
2025/4/28 17:58:16 0.01
2025/4/28 17:58:16 0.06
2025/4/28 17:58:16 0.01
2025/4/28 17:58:17 0.03
2025/4/28 17:58:17 0.19
2025/4/28 17:58:17 0.20
2025/4/28 17:58:17 0.02
2025/4/28 17:58:17 0.04
2025/4/28 17:58:17 0.20
2025/4/28 17:58:17 0.02
2025/4/28 17:58:17 0.06
2025/4/28 17:58:17 0.20
2025/4/28 17:58:17 0.19
2025/4/28 17:58:17 0.02
2025/4/28 17:58:17 0.01
2025/4/28 17:58:18 0.05
2025/4/28 17:58:18 0.16
2025/4/28 17:58:18 0.19
2025/4/28 17:58:18 0.16
2025/4/28 17:58:18 0.16
2025/4/28 17:58:18 0.02
2025/4/28 17:58:18 0.17
2025/4/28 17:58:18 0.18
2025/4/28 17:58:18 0.01
2025/4/28 17:58:18 0.17
2025/4/28 17:58:18 0.03
2025/4/28 17:58:18 0.17
2025/4/28 17:58:19 0.03
2025/4/28 17:58:19 0.01
2025/4/28 17:58:19 0.18
2025/4/28 17:58:19 0.17
2025/4/28 17:58:19 0.15
2025/4/28 17:58:19 0.14
2025/4/28 17:58:19 0.03
2025/4/28 17:58:19 0.18
2025/4/28 17:58:19 0.18
2025/4/28 17:58:19 0.03
2025/4/28 17:58:19 0.19
2025/4/28 17:58:19 0.03
2025/4/28 17:58:19 0.01
2025/4/28 17:58:20 0.01
2025/4/28 17:58:20 0.06
2025/4/28 17:58:20 0.01
2025/4/28 17:58:20 0.03
2025/4/28 17:58:20 0.04
2025/4/28 17:58:20 0.19
2025/4/28 17:58:20 0.05
2025/4/28 17:58:20 0.01
2025/4/28 17:58:20 0.01
2025/4/28 17:58:20 0.05
2025/4/28 17:58:20 0.04
2025/4/28 17:58:20 0.03
2025/4/28 17:58:21 0.02
2025/4/28 17:58:21 0.15
2025/4/28 17:58:21 0.05
2025/4/28 17:58:21 0.06
2025/4/28 17:58:21 0.03
2025/4/28 17:58:21 0.05
2025/4/28 17:58:21 0.18
2025/4/28 17:58:21 0.05
2025/4/28 17:58:21 0.06
2025/4/28 17:58:21 0.05
2025/4/28 17:58:21 0.04
2025/4/28 17:58:21 0.19
2025/4/28 17:58:21 0.20
2025/4/28 17:58:22 0.05
2025/4/28 17:58:22 0.18
2025/4/28 17:58:22 0.08
2025/4/28 17:58:22 0.00
2025/4/28 17:58:22 0.01
2025/4/28 17:58:22 0.03
2025/4/28 17:58:22 0.04
2025/4/28 17:58:22 0.01
2025/4/28 17:58:22 0.04
2025/4/28 17:58:22 0.00
2025/4/28 17:58:22 0.04
2025/4/28 17:58:22 0.04
2025/4/28 17:58:23 0.01
2025/4/28 17:58:23 0.02
2025/4/28 17:58:23 0.02
2025/4/28 17:58:23 0.02
2025/4/28 17:58:23 0.02
2025/4/28 17:58:23 0.00
2025/4/28 17:58:23 0.07
2025/4/28 17:58:23 0.03
2025/4/28 17:58:23 0.18
2025/4/28 17:58:23 0.05
2025/4/28 17:58:23 0.00
2025/4/28 17:58:23 0.05
2025/4/28 17:58:24 0.20
2025/4/28 17:58:24 0.17
2025/4/28 17:58:24 0.07
2025/4/28 17:58:24 0.18
2025/4/28 17:58:24 0.02
2025/4/28 17:58:24 0.07
2025/4/28 17:58:24 0.01
2025/4/28 17:58:24 0.20
2025/4/28 17:58:24 0.01
2025/4/28 17:58:24 0.01
2025/4/28 17:58:24 0.06
2025/4/28 17:58:24 0.06
2025/4/28 17:58:24 0.01
2025/4/28 17:58:25 0.02
2025/4/28 17:58:25 0.05
2025/4/28 17:58:25 0.19
2025/4/28 17:58:25 0.03
2025/4/28 17:58:25 0.02
2025/4/28 17:58:25 0.04
2025/4/28 17:58:25 0.00
2025/4/28 17:58:25 0.02
2025/4/28 17:58:25 0.02
2025/4/28 17:58:25 0.02
2025/4/28 17:58:25 0.20
2025/4/28 17:58:25 0.03
2025/4/28 17:58:25 0.19
2025/4/28 17:58:26 0.06
2025/4/28 17:58:26 0.02
2025/4/28 17:58:26 0.03
2025/4/28 17:58:26 0.07
2025/4/28 17:58:26 0.19
2025/4/28 17:58:26 0.01
2025/4/28 17:58:26 0.00
2025/4/28 17:58:26 0.16
2025/4/28 17:58:26 0.08
2025/4/28 17:58:26 0.02
2025/4/28 17:58:26 0.04
2025/4/28 17:58:26 0.03
2025/4/28 17:58:27 0.19
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.03
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.01
2025/4/28 17:58:27 0.06
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.01
2025/4/28 17:58:27 0.19
2025/4/28 17:58:27 0.02
2025/4/28 17:58:27 0.03
2025/4/28 17:58:28 0.00
2025/4/28 17:58:28 0.19
2025/4/28 17:58:28 0.03
2025/4/28 17:58:28 0.19
2025/4/28 17:58:28 0.01
2025/4/28 17:58:28 0.06
2025/4/28 17:58:28 0.18
2025/4/28 17:58:28 0.01
2025/4/28 17:58:28 0.05
2025/4/28 17:58:28 0.20
2025/4/28 17:58:28 0.04
2025/4/28 17:58:28 0.15
2025/4/28 17:58:29 0.03
2025/4/28 17:58:29 0.06
2025/4/28 17:58:29 0.16
2025/4/28 17:58:29 0.19
2025/4/28 17:58:29 0.02
2025/4/28 17:58:29 0.19
2025/4/28 17:58:29 0.13
2025/4/28 17:58:29 0.09
2025/4/28 17:58:30 1.08
2025/4/28 17:58:30 0.05
2025/4/28 17:58:30 0.02
2025/4/28 17:58:30 0.04
2025/4/28 17:58:31 0.02
2025/4/28 17:58:31 0.06
2025/4/28 17:58:31 0.06
2025/4/28 17:58:31 0.06
2025/4/28 17:58:31 0.04
2025/4/28 17:58:31 0.04
2025/4/28 17:58:31 0.03
2025/4/28 17:58:31 0.00
2025/4/28 17:58:31 0.02
2025/4/28 17:58:31 0.05
2025/4/28 17:58:31 0.02
2025/4/28 17:58:31 0.05
2025/4/28 17:58:32 0.00
2025/4/28 17:58:32 0.01
2025/4/28 17:58:32 0.01
2025/4/28 17:58:32 0.04
2025/4/28 17:58:32 0.07
2025/4/28 17:58:32 0.06
2025/4/28 17:58:32 0.01
2025/4/28 17:58:32 0.04
2025/4/28 17:58:32 0.07
2025/4/28 17:58:32 0.18
2025/4/28 17:58:32 0.05
2025/4/28 17:58:32 0.03
2025/4/28 17:58:32 0.20
2025/4/28 17:58:33 0.02
2025/4/28 17:58:33 0.03
2025/4/28 17:58:33 0.01
2025/4/28 17:58:33 0.04
2025/4/28 17:58:33 0.04
2025/4/28 17:58:33 0.01
2025/4/28 17:58:33 0.03
2025/4/28 17:58:33 0.04
2025/4/28 17:58:33 0.03
2025/4/28 17:58:33 0.05
2025/4/28 17:58:33 0.09
2025/4/28 17:58:33 0.03
2025/4/28 17:58:34 0.05
2025/4/28 17:58:34 0.08
2025/4/28 17:58:34 0.05
2025/4/28 17:58:34 0.04
2025/4/28 17:58:34 0.03
2025/4/28 17:58:34 0.05
2025/4/28 17:58:34 0.06
2025/4/28 17:58:34 0.05
2025/4/28 17:58:34 0.17
2025/4/28 17:58:34 0.02
2025/4/28 17:58:34 0.03
2025/4/28 17:58:34 0.02
2025/4/28 17:58:34 0.04
2025/4/28 17:58:35 0.03
2025/4/28 17:58:35 0.05
2025/4/28 17:58:35 0.05
2025/4/28 17:58:35 0.04
2025/4/28 17:58:35 0.03
2025/4/28 17:58:35 0.04
2025/4/28 17:58:35 0.01
2025/4/28 17:58:35 0.01
2025/4/28 17:58:35 0.14
2025/4/28 17:58:35 0.00
2025/4/28 17:58:35 0.05
2025/4/28 17:58:35 0.00
2025/4/28 17:58:36 0.04
2025/4/28 17:58:36 0.20
2025/4/28 17:58:36 0.00
2025/4/28 17:58:36 0.03
2025/4/28 17:58:36 0.00
2025/4/28 17:58:36 0.08
2025/4/28 17:58:36 0.16
2025/4/28 17:58:36 0.19
2025/4/28 17:58:36 0.02
2025/4/28 17:58:36 0.19
2025/4/28 17:58:36 0.19
2025/4/28 17:58:36 0.20
2025/4/28 17:58:36 0.16
2025/4/28 17:58:37 0.04
2025/4/28 17:58:37 0.02
2025/4/28 17:58:37 0.16
2025/4/28 17:58:37 0.02
2025/4/28 17:58:37 0.02
2025/4/28 17:58:37 0.13
2025/4/28 17:58:37 0.10
2025/4/28 17:58:37 0.11
2025/4/28 17:58:37 0.11
2025/4/28 17:58:37 0.09
2025/4/28 17:58:37 0.12
2025/4/28 17:58:37 0.12
2025/4/28 17:58:38 0.10
2025/4/28 17:58:38 0.13
2025/4/28 17:58:38 0.12
2025/4/28 17:58:38 0.12
2025/4/28 17:58:38 0.12
2025/4/28 17:58:38 0.10
2025/4/28 17:58:38 0.10
2025/4/28 17:58:38 0.12
2025/4/28 17:58:38 0.11
2025/4/28 17:58:38 0.11
2025/4/28 17:58:38 0.12
2025/4/28 17:58:38 0.10
2025/4/28 17:58:38 0.11
2025/4/28 17:58:39 0.10
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.10
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.11
2025/4/28 17:58:39 0.09
2025/4/28 17:58:39 0.13
2025/4/28 17:58:39 0.13
2025/4/28 17:58:40 0.11
2025/4/28 17:58:40 0.13
2025/4/28 17:58:40 0.10
2025/4/28 17:58:40 0.11
2025/4/28 17:58:40 0.02
2025/4/28 17:58:40 0.09
2025/4/28 17:58:40 0.10
2025/4/28 17:58:40 0.12
2025/4/28 17:58:40 0.19
2025/4/28 17:58:40 0.00
2025/4/28 17:58:40 0.11
2025/4/28 16:54:34 1.08
2025/4/28 16:54:34 0.38
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.03
2025/4/28 16:54:34 0.06
2025/4/28 16:54:34 0.18
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.00
2025/4/28 16:54:34 0.01
2025/4/28 16:54:34 0.04
2025/4/28 16:54:34 0.04
2025/4/28 16:54:34 0.03
2025/4/28 16:54:34 0.08
2025/4/28 16:54:35 0.00
2025/4/28 16:54:35 0.06
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.20
2025/4/28 16:54:35 0.01
2025/4/28 16:54:35 0.01
2025/4/28 16:54:35 0.04
2025/4/28 16:54:35 0.07
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.09
2025/4/28 16:54:35 0.05
2025/4/28 16:54:35 0.04
2025/4/28 16:54:36 0.04
2025/4/28 16:54:36 0.05
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.10
2025/4/28 16:54:36 0.19
2025/4/28 16:54:36 0.05
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.05
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.06
2025/4/28 16:54:36 0.04
2025/4/28 16:54:37 0.19
2025/4/28 16:54:37 0.04
2025/4/28 16:54:37 0.02
2025/4/28 16:54:37 0.00
2025/4/28 16:54:37 0.04
2025/4/28 16:54:37 0.03
2025/4/28 16:54:37 0.03
2025/4/28 16:54:37 0.02
2025/4/28 16:54:37 0.04
2025/4/28 16:54:37 0.05
2025/4/28 16:54:37 0.01
2025/4/28 16:54:37 0.04
2025/4/28 16:54:37 0.20
2025/4/28 16:54:38 0.01
2025/4/28 16:54:38 0.03
2025/4/28 16:54:38 0.02
2025/4/28 16:54:38 0.20
2025/4/28 16:54:38 0.02
2025/4/28 16:54:38 0.00
2025/4/28 16:54:38 0.18
2025/4/28 16:54:38 0.03
2025/4/28 16:54:38 0.05
2025/4/28 16:54:38 0.05
2025/4/28 16:54:38 0.04
2025/4/28 16:54:38 0.01
2025/4/28 16:54:39 0.01
2025/4/28 16:54:39 0.01
2025/4/28 16:54:39 0.00
2025/4/28 16:54:39 0.05
2025/4/28 16:54:39 0.05
2025/4/28 16:54:39 0.01
2025/4/28 16:54:39 0.04
2025/4/28 16:54:39 0.01
2025/4/28 16:54:39 0.02
2025/4/28 16:54:39 0.19
2025/4/28 16:54:39 0.03
2025/4/28 16:54:39 0.01
2025/4/28 16:54:39 0.06
2025/4/28 16:54:40 0.07
2025/4/28 16:54:40 0.04
2025/4/28 16:54:40 0.00
2025/4/28 16:54:40 0.05
2025/4/28 16:54:40 0.03
2025/4/28 16:54:40 0.03
2025/4/28 16:54:40 0.06
2025/4/28 16:54:40 0.04
2025/4/28 16:54:40 0.05
2025/4/28 16:54:40 0.06
2025/4/28 16:54:40 0.02
2025/4/28 16:54:40 0.06
2025/4/28 16:54:41 0.04
2025/4/28 16:54:41 0.19
2025/4/28 16:54:41 0.04
2025/4/28 16:54:41 0.19
2025/4/28 16:54:41 0.04
2025/4/28 16:54:41 0.20
2025/4/28 16:54:41 0.20
2025/4/28 16:54:41 0.01
2025/4/28 16:54:41 0.19
2025/4/28 16:54:41 0.18
2025/4/28 16:54:41 0.03
2025/4/28 16:54:41 0.00
2025/4/28 16:54:41 0.03
2025/4/28 16:54:42 0.00
2025/4/28 16:54:42 0.03
2025/4/28 16:54:42 0.05
2025/4/28 16:54:42 0.18
2025/4/28 16:54:42 0.05
2025/4/28 16:54:42 0.16
2025/4/28 16:54:42 0.12
2025/4/28 16:54:42 0.13
2025/4/28 16:54:42 0.12
2025/4/28 16:54:42 0.11
2025/4/28 16:54:42 0.12
2025/4/28 16:54:34 1.07
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 1.09
2025/4/28 16:54:34 0.18
2025/4/28 16:54:34 0.01
2025/4/28 16:54:34 0.02
2025/4/28 16:54:34 0.19
2025/4/28 16:54:34 0.02
2025/4/28 16:54:34 0.01
2025/4/28 16:54:34 0.00
2025/4/28 16:54:34 0.04
2025/4/28 16:54:34 0.01
2025/4/28 16:54:34 0.50
2025/4/28 16:54:34 0.03
2025/4/28 16:54:34 0.00
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.20
2025/4/28 16:54:35 0.04
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.03
2025/4/28 16:54:35 0.00
2025/4/28 16:54:35 0.01
2025/4/28 16:54:35 0.03
2025/4/28 16:54:35 0.18
2025/4/28 16:54:35 0.12
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.17
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.05
2025/4/28 16:54:36 0.17
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.02
2025/4/28 16:54:34 1.07
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.07
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.09
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.03
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.01
2025/4/28 16:54:35 0.01
2025/4/28 16:54:35 0.03
2025/4/28 16:54:35 0.00
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.19
2025/4/28 16:54:35 0.04
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.20
2025/4/28 16:54:35 0.02
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.19
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.01
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.03
2025/4/28 16:54:36 0.00
2025/4/28 16:54:36 0.02
2025/4/28 16:54:36 0.19
2025/4/28 16:54:36 0.19
2025/4/28 16:54:36 0.05
2025/4/28 16:54:36 0.04
2025/4/28 16:54:37 0.16
2025/4/28 16:54:37 0.00
2025/4/28 16:54:37 0.19
2025/4/28 16:54:37 0.02
2025/4/28 16:54:37 0.00
2025/4/28 16:54:37 0.12
2025/4/28 16:54:43 1.09
2025/4/28 16:54:43 0.05
2025/4/28 16:54:43 0.01
2025/4/28 16:54:43 0.00
2025/4/28 16:54:43 0.19
2025/4/28 16:54:43 0.09
2025/4/28 16:54:43 0.01
2025/4/28 16:54:43 0.02
2025/4/28 16:54:43 0.17
2025/4/28 16:54:44 0.03
2025/4/28 16:54:44 0.02
2025/4/28 16:54:44 0.01
2025/4/28 16:54:44 0.02
2025/4/28 16:54:44 0.03
2025/4/28 16:54:44 0.02
2025/4/28 16:54:44 0.01
2025/4/28 16:54:44 0.04
2025/4/28 16:54:44 0.04
2025/4/28 16:54:44 0.00
2025/4/28 16:54:44 0.02
2025/4/28 16:54:44 0.07
2025/4/28 16:54:45 0.04
2025/4/28 16:54:45 0.05
2025/4/28 16:54:45 0.18
2025/4/28 16:54:45 0.19
2025/4/28 16:54:45 0.19
2025/4/28 16:54:45 0.16
2025/4/28 16:54:45 0.17
2025/4/28 16:54:45 0.18
2025/4/28 16:54:45 0.16
2025/4/28 16:54:45 0.19
2025/4/28 16:54:45 0.16
2025/4/28 16:54:45 0.00
2025/4/28 16:54:45 0.05
2025/4/28 16:54:46 0.02
2025/4/28 16:54:46 0.04
2025/4/28 16:54:46 0.03
2025/4/28 16:54:46 0.17
2025/4/28 16:54:46 0.01
2025/4/28 16:54:46 0.18
2025/4/28 16:54:46 0.16
2025/4/28 16:54:46 0.11
2025/4/28 16:54:46 0.10
2025/4/28 16:54:46 0.18
2025/4/28 16:54:46 0.01
2025/4/28 16:54:46 0.14
2025/4/28 16:54:47 0.18
2025/4/28 16:54:47 0.01
2025/4/28 16:54:47 0.00
2025/4/28 16:54:47 0.17
2025/4/28 16:54:47 0.17
2025/4/28 16:54:47 0.17
2025/4/28 16:54:47 0.01
2025/4/28 16:54:47 0.19
2025/4/28 16:54:47 0.19
2025/4/28 16:54:47 0.18
2025/4/28 16:54:47 0.00
2025/4/28 16:54:47 0.18
2025/4/28 16:54:47 0.18
2025/4/28 16:54:48 0.17
2025/4/28 16:54:48 0.20
2025/4/28 16:54:48 0.19
2025/4/28 16:54:48 0.16
2025/4/28 16:54:48 0.19
2025/4/28 16:54:48 0.18
2025/4/28 16:54:48 0.01
2025/4/28 16:54:48 0.15
2025/4/28 16:54:48 0.20
2025/4/28 16:54:48 0.19
2025/4/28 16:54:48 0.00
2025/4/28 16:54:48 0.19
2025/4/28 16:54:49 0.20
2025/4/28 16:54:49 0.14
2025/4/28 16:54:49 0.12
2025/4/28 16:54:49 0.18
2025/4/28 16:54:49 0.13
2025/4/28 16:54:49 0.11
2025/4/28 16:54:49 0.12
2025/4/28 16:54:49 0.18
2025/4/28 16:54:49 0.07
2025/4/28 16:54:49 0.17
2025/4/28 16:54:49 0.20
2025/4/28 16:54:49 0.19
2025/4/28 16:54:49 0.03
2025/4/28 16:54:50 0.00
2025/4/28 16:54:50 0.19
2025/4/28 16:54:50 0.03
2025/4/28 16:54:50 0.07
2025/4/28 16:54:50 0.03
2025/4/28 16:54:50 0.05
2025/4/28 16:54:50 0.03
2025/4/28 16:54:50 0.04
2025/4/28 16:54:50 0.20
2025/4/28 16:54:50 0.00
2025/4/28 16:54:50 0.04
2025/4/28 16:54:50 0.03
2025/4/28 16:54:51 0.02
2025/4/28 16:54:51 0.01
2025/4/28 16:54:51 0.20
2025/4/28 16:54:51 0.00
2025/4/28 16:54:51 0.02
2025/4/28 16:54:51 0.13
2025/4/28 16:54:51 0.04
2025/4/28 16:54:51 0.10
2025/4/28 16:54:51 0.06
2025/4/28 16:54:51 0.13
2025/4/28 16:54:51 0.14
2025/4/28 16:54:51 0.07
2025/4/28 16:54:51 0.11
2025/4/28 16:54:52 0.11
2025/4/28 16:54:52 0.08
2025/4/28 16:54:52 0.09
2025/4/28 16:54:52 0.05
2025/4/28 16:54:52 0.15
2025/4/28 16:54:52 0.14
2025/4/28 16:54:52 0.07
2025/4/28 16:54:52 0.13
2025/4/28 16:54:52 0.11
2025/4/28 16:54:52 0.14
2025/4/28 16:54:52 0.17
2025/4/28 16:54:52 0.03
2025/4/28 16:54:53 0.09
2025/4/28 16:54:53 0.09
2025/4/28 16:54:53 0.19
2025/4/28 16:54:53 0.01
2025/4/28 16:54:53 0.06
2025/4/28 16:54:53 0.05
2025/4/28 16:54:53 0.03
2025/4/28 16:54:53 0.02
2025/4/28 16:54:53 0.20
2025/4/28 16:54:53 0.10
2025/4/28 16:54:53 0.04
2025/4/28 16:54:53 0.06
2025/4/28 16:54:53 0.07
2025/4/28 16:54:54 0.05
2025/4/28 16:54:54 0.06
2025/4/28 16:54:54 0.10
2025/4/28 16:54:54 0.04
2025/4/28 16:54:54 0.08
2025/4/28 16:54:54 0.02
2025/4/28 16:54:54 0.02
2025/4/28 16:54:54 0.05
2025/4/28 16:54:54 0.04
2025/4/28 16:54:54 0.12
2025/4/28 16:54:54 0.12
2025/4/28 16:54:54 0.16
2025/4/28 16:54:55 0.17
2025/4/28 16:54:55 0.12
2025/4/28 16:54:55 0.06
2025/4/28 16:54:55 0.20
2025/4/28 16:54:55 0.04
2025/4/28 16:54:55 0.08
2025/4/28 16:54:55 0.01
2025/4/28 16:54:55 0.02
2025/4/28 16:54:55 0.03
2025/4/28 16:54:55 0.08
2025/4/28 16:54:55 0.06
2025/4/28 16:54:55 0.08
2025/4/28 16:54:55 0.03
2025/4/28 16:54:56 0.11
2025/4/28 16:54:56 0.02
2025/4/28 16:54:56 0.19
2025/4/28 16:54:56 0.03
2025/4/28 16:54:56 0.19
2025/4/28 16:54:56 0.04
2025/4/28 16:54:56 0.07
2025/4/28 16:54:56 0.17
2025/4/28 16:54:56 0.05
2025/4/28 16:54:56 0.04
2025/4/28 16:54:56 0.19
2025/4/28 16:54:56 0.01
2025/4/28 16:54:57 0.03
2025/4/28 16:54:57 0.04
2025/4/28 16:54:57 0.08
2025/4/28 16:54:57 0.19
2025/4/28 16:54:57 0.02
2025/4/28 16:54:57 0.03
2025/4/28 16:54:57 0.03
2025/4/28 16:54:57 0.18
2025/4/28 16:54:57 0.04
2025/4/28 16:54:57 0.19
2025/4/28 16:54:57 0.04
2025/4/28 16:54:57 0.03
2025/4/28 16:54:57 0.05
2025/4/28 16:54:58 0.07
2025/4/28 16:54:58 0.20
2025/4/28 16:54:58 0.03
2025/4/28 16:54:58 0.02
2025/4/28 16:54:58 0.00
2025/4/28 16:54:58 0.07
2025/4/28 16:54:58 0.05
2025/4/28 16:54:34 1.07
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 2.46
2025/4/28 16:54:34 1.15
2025/4/28 16:54:34 0.24
2025/4/28 16:54:34 0.08
2025/4/28 16:54:34 0.01
2025/4/28 16:54:34 0.03
2025/4/28 16:54:34 0.02
2025/4/28 16:54:34 0.18
2025/4/28 16:54:34 0.03
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.02
2025/4/28 16:54:35 0.00
